id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer,is_hallucinated,raw_response
bengali--3419022654484055884-0::comprehension,bengali--3419022654484055884-0,comprehension,"Steve Jobs (puronam: Steven Paul Jobs) (English: Steven Paul ""Steve"" Jobs) (jonmo February 24, 1955, mrityu 5 October 2011)[10][11] Juktorashtrer ekjon uddyokta o projukti udbhabok. Take personal computer biplober pothikrit bola hoy. Tini Steve Wozniak ebong Ronald Wayne-er sathe 1976 khristabde ""Apple Computer"" protistha koren. Tini Apple Incorporation-er protisthata der onnotomo o sabek prodhan nirbahi kormokorta. Tini ""Pixar Animation Studios""-er o protisthata der onnotomo o sabek prodhan nirbahi kormokorta. 1985 sale Apple Incorporation-er ""Board of Directors-er"" sadoshoder sathe birodhe joriye tini Apple Incorporation",Apple company-r protisthata ke?,Steve Wozniak ebong Ronald Wayne,Steve Jobs chhilen Apple-er ekok protisthata.,yes,yes
bengali-1030984308163224346-2::specificity,bengali-1030984308163224346-2,specificity,"Shomash shobder ortho shongkhep, shomorthon, shongroho, milon, ekadhik poder ekpodikaron.",Ek kothay samas shobdotir ortho ki?,"songkhep, somorthon, songroho, milon, ekadhik poder ekpodikoron","Ek kothay bolte gele, samas shobdotir ortho holo sudhu “milon o shongjog”.",no,no
bengali--5189083434002639881-1::factualness,bengali--5189083434002639881-1,factualness,Bangladesher Kishoreganj jeler Itna thanar Joysiddhi grame 1885 Khristabde biggani Debendra Mohan Bosu jonmogrohon koren. Tar pitar nam Mohini Mohan Bosu. Renglar Ananda Mohan Bosu tar sohodor kaka. Balyokale pitribiyog ghotle matul biggani Acharya Jagadish Chandra Bosur sannidhye Bharote bosobash koren.[2] Shoishobe Debendramohoner anusthanik shikkha shuru hoyechhilo ekta Brahma Balika Bidyaloye. Balika Bidyaloy holeo ete prathomik stor porjonto sohoshikkha chalu chhilo. Erpor tini Ananda Mohan Bosu protishthito City School e lekhapora koren ebong e school thekei Entrance pass korechen.,Bharotiyo podarthobiggyani Debendra Mohan Bosur pitar nam ki chilo?,Mohini Mohon Bosu,Tar pitar nam chhilo Monindra Mohan Bosu.,yes,yes
bengali--3561920547618114254-11::comprehension,bengali--3561920547618114254-11,comprehension,Abu Bakar 573 saler dike Makkar Quraysh bongser Banu Taim gotre jonmogrohon korechen.[6] tar babar nam Abu Quhafa o mayer nam Salma binte Sakhar.,Islamer prothom khalifa Abu Bakr kobe jonmogrohon koren?,573 sale,Hijrater por 632 shale janmogrohon koren.,no,no
bengali-3902040012994010412-1::factualness,bengali-3902040012994010412-1,factualness,"Supracin kal thekei Bharatiyo upomohadesh orthonaitik somriddhi o sangskritik oitijjer jonno suparichito. Oitihashik Sindhu sabhyota ei oncholei gore uthechhilo. Itihasher bibhinno porbe ekhanei sthapit hoyechhilo bishalakaar ekadhik samrajyo. Nana itihash-prosiddho banijjopath ei oncholer shonge bishwer onnanno sabhyotar banijjik o sangskritik shomporko rokha korto. Hindu, Bouddho, Jain o Sikh—bishwer ei char dhormer utshobhumi Bharat. Khrishtiyo prothom sahasrabde Jarathushtriyo dhormo (Parsi dhormo), Ihudi dhormo, Khrishtodhormo o Islam edeshe probesh kore, o Bharatiyo",Bharotborsho koto shale ekta shadhin sarbabhom rashtra hisebe protishthito hoy?,1950,1947 shalei Bharat ekta shadhin sarbabhom rashtra hisebe protishthito hoy.,yes,yes
bengali--1075882060025328766-0::specificity,bengali--1075882060025328766-0,specificity,Hangor ba hangor (Ingreji: Shark) torunasthibishishto ek dhoroner samudrik macher pray 225ti projatir jonno bebohrito sadharon nam. Prithibir pray shokol sagor-mohasagore eder ostittwo thakleo muloto grishmomondoliyo ebong ardh-grishmomondoliyo onchole eder prachurjo dekha jay. Koyekti projati somudro upokule boshobash korleo odhikangsho gobhir somudrer uparer tole boshobash kore. Gobhir somudre boshobashkari kichu projati alodayok orthat alo bichchuron korte pare. Dhongsho ebong porojibir hat theke rokkhar jonno eder dehotbokiyo denticle royeche. Ei denticle-er karone eder probahi gotibiddayo probhut,Prithibite mot koto projatir hangor ache?,225ti,prithibite mot pray 300tir moto hangor projati ache.,yes,yes
bengali--8808406948073702391-4::inference,bengali--8808406948073702391-4,inference,Arsenaler protistha 1886 sale Royal Arsenal-e kormoroto kichu shromiker maddhome. Shurute clubtir nam chilo Dial Square. Kichudin pore nam poriborton kore rakha hoy Royal Arsenal. 1891 sale peshadar dol hishabe atmaprokash korar por er nam rakha hoy Woolwich Arsenal. 1883 sale prothombarer moto Football League-e jog dey ebong pray 21 bochor por 1904 sale prothom bibhag doler morjada lav kore. Bhougolik karone shuru thekei tader dorshok shonkha chilo onek kom. Jar karone 1910 saler modhyei tara orthonaitikvabe pongu hoye pore.[1] 1913 sale relegation-er karone Arsenal ditiyo bibhage neme jay ebong thik ei shomoye tara Highbury-te,Arsenal proshikkhon kendra kobe toiri hoy?,1886 shale,Arsenal-er proshikkhon kendra 1913 shale toiri hoy.,yes,yes
bengali--5702015763636761454-0::comprehension,bengali--5702015763636761454-0,comprehension,"Shohid Smriti Songrohoshala Bangladesh-er prothom muktijuddhovittik songrohoshala. Swadhinota juddhe shikkhok, chatro, kormochari-der smritichinho niye Rajshahi Bishwabidyaloyer sobuj chottore gore utheche desher sorboprothom muktijuddho-bishoyok jadughor-ti. Swadhinota juddher o itihasher bibhinno upokoron susthubhabe songrokkhoner uddeshe 1976 sale ei songrohoshalati protishthito hoy Rajshahi Bishwabidyaloy campus-er Shohid Minar Complex elakay.[1]",koto shale Muktijuddho Jadughorer udbodhon hoyechilo?,1976,1971 shale udbodhon hoyechilo.,yes,yes
bengali-1779859426821641187-3::inference,bengali-1779859426821641187-3,inference,Toukir Ahmed-er porichalonay Oggatonama cholocchitre Fazlur Rahman Babu-r obhinoy proshongshito howar por take abar ei cholocchitrer jonno nirbachon kora hoy. Muhammad Mostafa Kamal Raj porichalito Projapotir por ei cholocchitre ditiyobarer moto eksathe kaj koren Zahid Hasan o Mosharraf Karim. Zahid Hasan-er eti Toukir-er porichalonay prothom cholocchitro. Tobe tara eksathe Natyakendre moncho natok korechen. Onnodike Mosharraf Karim Toukir-er ager charti cholocchitrei obhinoy koren. Prodhan duti nari choritre obhinoy korechen Nusrat Imrose Tisha ebong Runa Khan. Eti tader dujoner-i Toukir-er porichalonay prothom cholocchit,Oggatonama cholocchitrotir shongit porichalok ke chilen?,Toukir Ahmed,Oggatonama-r shongit porichalok chilen Muhammad Mostafa Kamal Raj.,yes,yes
bengali-1644744333786318480-20::factualness,bengali-1644744333786318480-20,factualness,"Shadhinotar pore abirbhuto cholocchitro porichalokder moddhe Alamgir Kabir (1938-1989) ullekhjoggo. Tar nirmito cholocchitro holo Dhire Bohe Meghna (1973), Surjo Konna (1976), Simana Periye (1977), Rupali Soikote (1979), Mohona (1982), Porinita (1984) o Mohanayok (1985).",Bangladeshi cholocchitro porichalok Alamgir Kabir-er porichalito prothom cholocchitrer nam ki?,Dhire bohe Meghna,Alamgir Kabir-er prothom porichalito cholocchitro chhilo **Surjo Konna (1976)**.,yes,yes
bengali--7369128730344741991-1::inference,bengali--7369128730344741991-1,inference,Alibordi Khaner prokrito nam Mirza Muhammad Ali. Tar pitar nam Mirza Muhammad. Tini Mughal dorbar kotrik Khan upadhi peyechilen. Arab bongshodbhut Mirza Muhammad Beg Mughal somrat Aurangzeb-er tritiyo putro Azam Shah-er dorbarer ekjon kormokorta chilen[2]. Alibordi Khaner ma Iran-er Khorasan-er ek Turki upojati theke esechilen. Tar pitamoh Aurangzeb-er shot bhai chilen. Mirza Muhammad Ali purnoboyoshko hobar porpori Azam Shah take Pilkhanar porichalok hisebe niyog den[2].,Nawab Alivardi Khan kon bongser shontan chilen?,Arab,"Nawab Alivardi Khan asole Turki bongser shontan chilen, karon tar ma Khorasan-er ek Turki upojati theke esechilen.",yes,yes
bengali--8651108802342100600-1::inference,bengali--8651108802342100600-1,inference,Cox's Bazar jelar mot ayoton 2491.86 borgo kilometer.[1],Bangladesher Cox's Bazar jeler mot ayoton koto?,2491.86 borgo kilometer,Cox's Bazar jelay prai 8 lakh manush thake.,no,no
bengali-8671424860275717889-0::comprehension,bengali-8671424860275717889-0,comprehension,"Uttor Chobbish Porgona jela Bharat er purbancholiyo rajyo Poshchimbonger Kolkata shohorer uttar-purbo diker ekta jela. Jelati Presidency bibhager ontorbhukto. 1983 shale Dr. Ashok Mitrer proshashonik shongskar committee ei jelake bivajoner suparish koren. 17i Falgun 1392 Bongabde (1986 shale 1la March) 24 Porgona jelatike dvikhondito kore oi jeler uttarangsho niye Uttor 24 Porgona jela sthapon kora hoy. Er proshashonik bhobon o sodor doptor Barasat shohore obosthito. Barasat, Barrackpur, Bonga, Basirhat, Bidhannagar ei panchti mohakuma niye Uttor 24 P",Poshchimbonger Uttar Chobbish Porgona jeler sodor shohor konti?,Barasat,Uttar Chobbish Porgonar sodor shohor holo **Barrackpur**.,yes,yes
bengali--5995531565008789310-0::specificity,bengali--5995531565008789310-0,specificity,Habibur Rahman (jonmo 1 January 1967) Bangladesh Police er ekjon kormokorta. Bortomane tini Bangladesh Police er Dhakastho sodordoptore upo mohaporidorshok (proshashon-discipline) hisebe dayittorot. Policei dayitto paloner pasapashi shomaj o manusher jonno kaj kora boitikromdhormi chinta o bhumika take diyeche bishesh khyati.[1][2] Tini Bangladesh Kabaddi Federation er sadharon shompadok [3] ebong Asian Kabaddi Federation er sho-shovapoti.[4],Bangladesh Police er ekjon kormokorta Habibur Rahman er jonmoshal koto?,1967,Habibur Rahman er jonmoshal shombhoboto 1965 er dike.,yes,yes
bengali--2670679576736811691-0::inference,bengali--2670679576736811691-0,inference,"Pritilata Waddedar jini Pritilata Wadder nameo porichito (jonmo: May 5, 1911; mrityu September 24, 1932)[1], daknam Rani, chadmanam Phultar, ekjon Bangali chilen, jini British birodhi shadhinota andoloner onnotomo nari muktijoddha o prothom biplobi mohila shohid bektitto.[2] Totkalin Purbobonge jonmo neya ei Bangali biplobi Surya Sener netritte tokhonkar British birodhi soshastro andolone sokriyo vabe ongsho nen ebong jibon bisorjon koren. 1932 Khristabde Pahartali European Club dokholer shomoy[3][4] tini 15 joner ekta biplobi dol porichalona kor",Pritilata Waddedar kon sale jonmogrohon koren?,1911,Pritilata Waddedar mone hoy 1932 shale jonmogrohon koren.,yes,yes
bengali--1070153120447023734-5::factualness,bengali--1070153120447023734-5,factualness,"Koparnikaser pitar poribarer adinibas chilo Neyaser kache Silesia namok ekta grame. Tobe gramer nam porobortite bibhinno karone bibhinno vabe poribortito hote thake, jemon- Kaparnik, Koparnis, Kopernik ebong aj ta Koperniki name porichito. 14 sh shotabdite poribarti Silesia shohor theke Poland er rajdhanir dike aste shuru kore. Prothome Karakao, erpor tara Torone chole ase. Baba Nikolas sombhoboto Joner(dada) boro chele chilen jini Karakao thekei esechilen.",Bikhyato jyotirbiggani Nicolaus Copernicus-er babar nam ki?,Nikolas,Copernicus-er babar nam chhilo **Johannes Kopernik**.,yes,yes
bengali--8045997562526390537-0::specificity,bengali--8045997562526390537-0,specificity,"Adwaita Mallabarman (1la January, 1914- 16i April, 1951) Bangali oupannyasik o sangbadik. Totkalin Cumilla jelar odhine Brahmanbaria mohakumar Gokarnaghat grame jonmogrohon koren. Titas Ekti Nodir Nam shironamer ektimatro uponnash likhe tini Bangla sahityer chirosmoroniyo o omor protibha hisebe sobishes swikriti lav koren. Ei uponnashti sorboprothom 'Masik Mohammadi' potrikay prokashito hoy.",Bangali oupannyasik o sangbadik Adwaita Mallabarman-er prothom upannyaser nam ki?,Titas ekta nodir naam,Adwaita Mallabarman-er prothom upannyas chhilo **Masik Mohammadi**.,yes,yes
bengali-1573705475071746423-3::specificity,bengali-1573705475071746423-3,specificity,"Chatrojibone Mostafa Jabbar rajniti, muktijuddho, sahitto chorcha, sangbadikota, natyo andoloner sathe byapokvabe jorito chilen. 1971 saler 22 February tar lekha Bangladesh-er prothom gononatyo 'Ek Nodi Rokto' Dhaka Bishwabidyaloyer chatroshikkhok kendre monchostho hoy. Dhaka Bishwabidyaloye pathokale tini Bangladesh Chhatra League-er rajnitite sokriovabe jukto chilen ebong Dhaka Bishwabidyaloy shakhar onnotomo neta chilen. 1973 sale tini Chhatra League-er pokkhe nirbachon kore Surjosen Hall-er natyo o promod shompadok nirbachito hon. Swadhinotar age tini saptahik Jonota potrikay lekhalekhir sathe",Mostafa Jabbar kon rajnaitik doler sodosso chilen?,Bangladesh Chhatroleague,Tini mone hoy Jatiyo Samajtantrik Dal-er sathe jukto chilen.,yes,yes
bengali-76220440784974270-3::inference,bengali-76220440784974270-3,inference,"Ekti mouchake ba poribare tin shrenir moumachi thake, jotha: (1) rani, (2) purush o (3) shromik moumachi.",Kaj onujare mot koto rokomer moumachi hoy?,tin,Mot 4 rokomer moumachi hoy.,no,no
bengali--2670844834375470266-0::inference,bengali--2670844834375470266-0,inference,"Bharoter Songbidhan Bharotiyo Projatontorer sorbocho ain. Ei songbidhane sarkarer gothon, karyopoddhoti, khomota o kortobbo nirdharon; moulik odhikar, rashtraparichalonar nirdeshmulok niti, ebong nagorikder kortobbo nirdharoner maddhome desher moulik rajnaitik adorsher ruporekha nirdishto kora hoise. 1949 saler 26 November Gonoporishode grihito howar por 1950 saler 26 January theke ei songbidhan karyokori hoy.[1] Ullekhyo, 1930 saler 26 January Jatiyo Congress-er oitihashik shadhinota ghoshonar smritite 26 January tarikh-ti songbidhan probortoner jonno grihito hoyech",Bharoter songbidhan e mot koyti dharar ullekh royeche?,448,Bharoter songbidhan e mot 395 ti dharar ullekh royeche.,yes,yes
bengali-6349261219587359533-6::specificity,bengali-6349261219587359533-6,specificity,1876 sale Swarnakumari Debir prothom uponnash Dipnirban prokashito hoy.[3] Itipurbey 1852 sale Hana Catherine Mullens tar Phulmoni o Karunar Brittanto prokash kore Bangla vashar prothom oupannashik-er morjada lav korechilen.;[10] Kintu Swarnakumari Debii chilen prothom Bangali mohila oupannashik.[11][12],Swarnakumari Devi rochito prothom uponnaser nam ki?,Diponirban,Tar prothom uponnash chhilo Bangla sahityer itihashe ek guruttopurno kaj.,yes,yes
bengali-5474092799510367220-0::inference,bengali-5474092799510367220-0,inference,"Muslin bishesh ek prokar tular ash theke prostutokrito suta diye boyon kora ek prokarer oti sukhkho kapor bishesh. Eti Dhakai Muslin nameo subidito. Phuti Karpas namok tula theke prostut oti chikon suta diye Muslin toiri kora hoto. Chorka diye kata, hate bona Musliner jonno sorbonimno 300 counter suta byabohar kora hoto jar fole Muslin hoto kacher moto sochcho. Ei Muslin rajkiyo poshak nirmane byabohar kora hoto. Muslin pray 28 rokom hoye hoto jar moddhe Jamdani ekhono byapok akare procholito. Nana karone atharo shotoker sheshardhe Banglay Muslin boyon bondho hoye jay.",Bangladesher Dhakai moslin kapor bunoner jonno koto counter suta byabohar kora hoto?,300,"Dhakai moslin bunoner jonno prochur sukhkho suta lagto, tai eta shadharonoto **28 counter** suta diye toiri hoto.",yes,yes
bengali-7704102728425440943-5::factualness,bengali-7704102728425440943-5,factualness,1973 saler 15 December sarkari gazette notification onujayi Bangladesh-er shadhinota juddher satjon bir shontanke moronottor Birshreshtho upadhite bhushito kora hoyeche. Ruhul Amin shei satjoner onnotomo.[6],Mohammad Ruhul Amin koto shale Bir Sreshtho purashkar pan?,1973 saler 15 December,Mohammad Ruhul Amin 1972 saler 16 December Bir Sreshtho purashkar pan.,no,no
bengali-2723172793669565513-28::factualness,bengali-2723172793669565513-28,factualness,Sorbosesh ekadosh congress onushthito hoy 2016 saler 28-31 October. 28 October oitihashik Sohrawardy Udyane udbodhoni onusthan hoy. Erpor Mahanagar Natyamonche congress-er council odhibeshon onushthito hoy. Congress-e punoray Mujahidul Islam Selim-ke shovapoti o Syed Abu Zafar Ahmad-ke shadharon shompadok kore CPB kendrio committee gothon kora hoy. Porobortite Syed Abu Zafar Ahmad shasthogoto karone obyahoti nile Md. Shah Alam daler shadharon shompadok hisebe nirbachito hon.[3] [4],Bangladesher Communist Party-r bortoman shovapoti ke?,Mujahidul Islam Selim,Bangladesher Communist Party-r bortoman shovapoti hocchen Syed Abu Zafar Ahmad.,yes,yes
bengali-8387770267775678164-2::comprehension,bengali-8387770267775678164-2,comprehension,"Tibro panibahito rog jemon diarrhea ebong cholerar khetre kharap poyonishkashon byabostha panidushon ghotay. Tai itihasher shurur dik thekei shouchagar ekta bhabnar bishoy chilo. Ekkhetre Indu upottyakar jonogon shouchagar, bishesh kore bektigoto flush shouchagarer unnoyoner jonno shobcheye porichito. Erpor 1856 sale adhunik flush shouchagar poddhoti abishkar koren John Herington. Tobe ta tokhono byabohar kora shuru hoy ni. Emonki ditiyo bishwajuddher age shomogro London-e tokhono bektigoto flush shouchagar chilo na.",Adhunik flush shouchagar poddhoti sorboprothom ke abishkar korechhilen?,Jon Herington,Sorboprothom adhunik flush shouchagar poddhoti abishkar korechhilen Sir John Harrington.,yes,yes
bengali-4022030362183597721-4::comprehension,bengali-4022030362183597721-4,comprehension,"Bed (Sanskrit: Veda, gyan) holo prachin Bharote rochito ekadhik dhormogranther ekta somosti. Vaidik Sanskrit bhasay rochito Bed Sanskrit sahityer prachintom nidorshon ebong prachintom Hindu dhormograntho.[1][2] Bedke ""apaurusheyo"" (""manusher dara rochito noy"") mone kora hoy.[3][4][5] Hindura bishwas kore, Bed protyokkhovabe Ishwar kortik prokashito hoise. Tai Beder opor nam Shruti (""ja shona hoyeche"").[6][7] Onno dhormogranthogulike bola hoy ""Smriti (Hindudharmo). Smriti"" (""ja mone rakha hoyeche""). Hindu bishwas onujayi, Bed sorbocho upassho Ishwar Brahma kort",Hindudharmer prachintom dhormogranther nam ki?,bed,Shruti গ্রontho,yes,yes
bengali--2660888032299185136-3::specificity,bengali--2660888032299185136-3,specificity,Jibanananda Dash 1899 Khristabder 17 February[1] British Bharoter Bengal Presidency-r (bortomane Bangladesh) ontorgoto Barishal shohore jonmogrohon koren. Tar purbopurushera chilen Bangladesher Dhaka jeler Bikrampur porgona nibashi. Tar pitamoh Sarbananda Dashgupta (1838-85) Bikrampur theke Barishale nibash sthanantorito koren.[7] Sarbananda Dashgupta jonmosutre Hindu chilen; pore Brahmodhorme diksha nen. Tini Barishale Brahmo Samaj andoloner prathomik porjaye ongshogrohon koren ebong tar manobhitoyshi kajer jonno byapokvabe somadrito hon.[8] Jibananander pita Satyananda Dashgupta Sarban,Jibanananda Dasher jonmosthan kothay?,British Bharoter Bengal Presidency-r (bortomane Bangladesh) ontorgoto Barishal shohore,Tini Dhaka jeler Bikrampur porgonay jonmogrohon koren.,yes,yes
