id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer
bengali-4749857637773712091-5::inference,bengali-4749857637773712091-5,inference,Phag-mo-gru-pa rajbongser protishthata Ta'i-si-tu-byang-chub-rgyal-mtshan-er uddeshyo chhilo Tang rajbongser amole Tibet samrajyer otit gourob phiriye ene Tibetider moddhe jatiyotabadi monobhav srishti kora ebong Tibete Mongol shashoner oboshan ghotano.[54]:262 Tini Tibet samrajyer mohan somrat Srong-btsan-sgam-po-r proshashonik byabostha o bicharbyabosthar niti grohon koren.[55]:504 Tini Yuan samrajyer dara procholito Tibeter teroTi proshashonik bibhagke batil kore moddhyo Tibetke bibhinno rdzong (Wylie: rdzong) ba jelay bivokto koren.[55]:504 Rdzong-dpon (W,Kar kache Ring-spungs-pa rajbongser poton ghote?,jhig-shag-pa-tshe-brtan-rdo-rje,Ring-spungs-pa rajbongser poton ghote Ta'i-si-tu-byang-chub-rgyal-mtshan-er kache.
bengali--7124112135723354543-3::factualness,bengali--7124112135723354543-3,factualness,"1867 saler 28 October Uttar Ireland-er Dungannon shohore Margaret Elizabeth Noble jonmogrohon korechilen. Tar baba Samuel Richmond Noble chilen dhormojajok. Mayer nam chilo Mary Isabella. Matro dosh bochor boyoshe Margaret-er baba mara jan. Tarpor tar dadamashai, orthat Ireland-er bishisto shadhinota songrami Hamilton take lalon-palon koren. Margaret London-er Church Boarding School-e porashuna korechilen. Erpor Halifax College-e tini ebong tar bon Mary porashuna korechilen.",Anglo-Irish bongshodbhut Bhogini Nibeditar babar nam ki?,Samuel Richmond Nobel,Bhogini Nibeditar babar nam chhilo **Samuel Richard Nobel**.
bengali--7124112135723354543-3::comprehension,bengali--7124112135723354543-3,comprehension,"1867 saler 28 October Uttar Ireland-er Dungannon shohore Margaret Elizabeth Noble jonmogrohon korechilen. Tar baba Samuel Richmond Noble chilen dhormojajok. Mayer nam chilo Mary Isabella. Matro dosh bochor boyoshe Margaret-er baba mara jan. Tarpor tar dadamashai, orthat Ireland-er bishisto shadhinota songrami Hamilton take lalon-palon koren. Margaret London-er Church Boarding School-e porashuna korechilen. Erpor Halifax College-e tini ebong tar bon Mary porashuna korechilen.",Anglo-Irish bongshodbhut Bhogini Nibeditar babar nam ki?,Samuel Richmond Nobel,Bhogini Nibeditar babar nam chhilo Hamilton.
bengali--7124112135723354543-3::specificity,bengali--7124112135723354543-3,specificity,"1867 saler 28 October Uttar Ireland-er Dungannon shohore Margaret Elizabeth Noble jonmogrohon korechilen. Tar baba Samuel Richmond Noble chilen dhormojajok. Mayer nam chilo Mary Isabella. Matro dosh bochor boyoshe Margaret-er baba mara jan. Tarpor tar dadamashai, orthat Ireland-er bishisto shadhinota songrami Hamilton take lalon-palon koren. Margaret London-er Church Boarding School-e porashuna korechilen. Erpor Halifax College-e tini ebong tar bon Mary porashuna korechilen.",Anglo-Irish bongshodbhut Bhogini Nibeditar babar nam ki?,Samuel Richmond Nobel,Bhogini Nibeditar babar nam chhilo Richmond Hamilton Noble.
bengali--7124112135723354543-3::inference,bengali--7124112135723354543-3,inference,"1867 saler 28 October Uttar Ireland-er Dungannon shohore Margaret Elizabeth Noble jonmogrohon korechilen. Tar baba Samuel Richmond Noble chilen dhormojajok. Mayer nam chilo Mary Isabella. Matro dosh bochor boyoshe Margaret-er baba mara jan. Tarpor tar dadamashai, orthat Ireland-er bishisto shadhinota songrami Hamilton take lalon-palon koren. Margaret London-er Church Boarding School-e porashuna korechilen. Erpor Halifax College-e tini ebong tar bon Mary porashuna korechilen.",Anglo-Irish bongshodbhut Bhogini Nibeditar babar nam ki?,Samuel Richmond Nobel,"Bhogini Nibeditar babar nam chhilo Hamilton, jehetu tini tar lalon-palon-o korechhilen."
bengali-2573614511216597131-1::factualness,bengali-2573614511216597131-1,factualness,Pir Gorachander asal nam holo Pir Hojrot Shah Saiyad Abbas Ali Raji. Tar pitar nam Hojrot Karim Ullah ebong matar nam Maymuna Siddika. Anumanik 1265 Khristabde Arber Mokka nogore Zamzam mohollay bikhyato Korayesh bongse tini jonmogrohon koren. Pir Hojrot Shahjalal Eamnir kache torika Sufimate dikshagrohon er por gurur nirdeshe Bharatborshe dhormoprochare asen. [1][2][4],Pir Gorachander babar nam ki chilo?,Hojrot Karim Ullah,Pir Gorachander babar nam chhilo Hojrot Abdul Karim Ullah.
bengali-2573614511216597131-1::comprehension,bengali-2573614511216597131-1,comprehension,Pir Gorachander asal nam holo Pir Hojrot Shah Saiyad Abbas Ali Raji. Tar pitar nam Hojrot Karim Ullah ebong matar nam Maymuna Siddika. Anumanik 1265 Khristabde Arber Mokka nogore Zamzam mohollay bikhyato Korayesh bongse tini jonmogrohon koren. Pir Hojrot Shahjalal Eamnir kache torika Sufimate dikshagrohon er por gurur nirdeshe Bharatborshe dhormoprochare asen. [1][2][4],Pir Gorachander babar nam ki chilo?,Hojrot Karim Ullah,Pir Gorachander babar nam chilo Maymuna Siddika.
bengali-2573614511216597131-1::specificity,bengali-2573614511216597131-1,specificity,Pir Gorachander asal nam holo Pir Hojrot Shah Saiyad Abbas Ali Raji. Tar pitar nam Hojrot Karim Ullah ebong matar nam Maymuna Siddika. Anumanik 1265 Khristabde Arber Mokka nogore Zamzam mohollay bikhyato Korayesh bongse tini jonmogrohon koren. Pir Hojrot Shahjalal Eamnir kache torika Sufimate dikshagrohon er por gurur nirdeshe Bharatborshe dhormoprochare asen. [1][2][4],Pir Gorachander babar nam ki chilo?,Hojrot Karim Ullah,Pir Gorachander babar nam chhilo Syed Karim Shah.
bengali-2573614511216597131-1::inference,bengali-2573614511216597131-1,inference,Pir Gorachander asal nam holo Pir Hojrot Shah Saiyad Abbas Ali Raji. Tar pitar nam Hojrot Karim Ullah ebong matar nam Maymuna Siddika. Anumanik 1265 Khristabde Arber Mokka nogore Zamzam mohollay bikhyato Korayesh bongse tini jonmogrohon koren. Pir Hojrot Shahjalal Eamnir kache torika Sufimate dikshagrohon er por gurur nirdeshe Bharatborshe dhormoprochare asen. [1][2][4],Pir Gorachander babar nam ki chilo?,Hojrot Karim Ullah,Pir Gorachander babar nam chilo Maymuna Siddika.
bengali--4088972979448384532-2::factualness,bengali--4088972979448384532-2,factualness,"Debashree Ray er jonmo, bere otha Kolkatay. Tar pitar nam Birendra Kishore Ray ebong mayer nam Arati Ray. 1969 sone tini prothom ""Balak Gadadhar"" name ekti cholocchitre shishushilpi hisebe obhinoy koren, jar porichalok chilen Harimoy Sen. Tini Kolkatar A P J, Park Street shakhar schooler chatri chilen, jodio nacher proti otirikto jhok thakar karone beshidur egote paren ni. Tar dak nam Chumki.",Deboshree Ray er dak nam ki?,Chumki,Deboshree Ray er dak nam chhilo Rinku.
bengali--4088972979448384532-2::comprehension,bengali--4088972979448384532-2,comprehension,"Debashree Ray er jonmo, bere otha Kolkatay. Tar pitar nam Birendra Kishore Ray ebong mayer nam Arati Ray. 1969 sone tini prothom ""Balak Gadadhar"" name ekti cholocchitre shishushilpi hisebe obhinoy koren, jar porichalok chilen Harimoy Sen. Tini Kolkatar A P J, Park Street shakhar schooler chatri chilen, jodio nacher proti otirikto jhok thakar karone beshidur egote paren ni. Tar dak nam Chumki.",Deboshree Ray er dak nam ki?,Chumki,Tar dak nam chilo Arati Ray.
bengali--4088972979448384532-2::specificity,bengali--4088972979448384532-2,specificity,"Debashree Ray er jonmo, bere otha Kolkatay. Tar pitar nam Birendra Kishore Ray ebong mayer nam Arati Ray. 1969 sone tini prothom ""Balak Gadadhar"" name ekti cholocchitre shishushilpi hisebe obhinoy koren, jar porichalok chilen Harimoy Sen. Tini Kolkatar A P J, Park Street shakhar schooler chatri chilen, jodio nacher proti otirikto jhok thakar karone beshidur egote paren ni. Tar dak nam Chumki.",Deboshree Ray er dak nam ki?,Chumki,Deboshree Ray er dak nam chhilo Rinku.
bengali--4088972979448384532-2::inference,bengali--4088972979448384532-2,inference,"Debashree Ray er jonmo, bere otha Kolkatay. Tar pitar nam Birendra Kishore Ray ebong mayer nam Arati Ray. 1969 sone tini prothom ""Balak Gadadhar"" name ekti cholocchitre shishushilpi hisebe obhinoy koren, jar porichalok chilen Harimoy Sen. Tini Kolkatar A P J, Park Street shakhar schooler chatri chilen, jodio nacher proti otirikto jhok thakar karone beshidur egote paren ni. Tar dak nam Chumki.",Deboshree Ray er dak nam ki?,Chumki,Deboshree Ray er dak nam shombhoboto Arati chhilo.
bengali--1990721472147920166-1::factualness,bengali--1990721472147920166-1,factualness,"1938 saler 4 April Boguray ekta college protisthar lokkhe Khan Bahadur Mohammad Ali-ke shovapoti ebong Moulovi Abdus Sattar-ke sadharon shompadok kore ekta committee gothito hoy. Ei college-ti 1939 saler July mase protisthito hoy.[2] Obibhokto Bonge bishistho bektitto Sir Azizul Haq er name college-tir namkoron kora hoyeche. Tini se shomoy Kolkata University er upacharjo chilen; sorkari school-e shikkhar madhom English theke Banglay chalu, prathomik shikkha porikolponake Act-e porinoto, Kolkata University-r Islamer Itihash o Shongskriti bibhag protistha (1940), Shikkha Shoptaho palon kormosuchi proborton, Bongiyo Byabost",Ajijul Hoq College kobe protishthito hoy ?,1939 saler July mashe,1940 saler April mashe
bengali--1990721472147920166-1::comprehension,bengali--1990721472147920166-1,comprehension,"1938 saler 4 April Boguray ekta college protisthar lokkhe Khan Bahadur Mohammad Ali-ke shovapoti ebong Moulovi Abdus Sattar-ke sadharon shompadok kore ekta committee gothito hoy. Ei college-ti 1939 saler July mase protisthito hoy.[2] Obibhokto Bonge bishistho bektitto Sir Azizul Haq er name college-tir namkoron kora hoyeche. Tini se shomoy Kolkata University er upacharjo chilen; sorkari school-e shikkhar madhom English theke Banglay chalu, prathomik shikkha porikolponake Act-e porinoto, Kolkata University-r Islamer Itihash o Shongskriti bibhag protistha (1940), Shikkha Shoptaho palon kormosuchi proborton, Bongiyo Byabost",Ajijul Hoq College kobe protishthito hoy ?,1939 saler July mashe,1938 saler 4 April-e protishthito hoy.
bengali--1990721472147920166-1::specificity,bengali--1990721472147920166-1,specificity,"1938 saler 4 April Boguray ekta college protisthar lokkhe Khan Bahadur Mohammad Ali-ke shovapoti ebong Moulovi Abdus Sattar-ke sadharon shompadok kore ekta committee gothito hoy. Ei college-ti 1939 saler July mase protisthito hoy.[2] Obibhokto Bonge bishistho bektitto Sir Azizul Haq er name college-tir namkoron kora hoyeche. Tini se shomoy Kolkata University er upacharjo chilen; sorkari school-e shikkhar madhom English theke Banglay chalu, prathomik shikkha porikolponake Act-e porinoto, Kolkata University-r Islamer Itihash o Shongskriti bibhag protistha (1940), Shikkha Shoptaho palon kormosuchi proborton, Bongiyo Byabost",Ajijul Hoq College kobe protishthito hoy ?,1939 saler July mashe,Ajijul Hoq College 1938 saler 4 April-e protishthito hoy.
bengali--1990721472147920166-1::inference,bengali--1990721472147920166-1,inference,"1938 saler 4 April Boguray ekta college protisthar lokkhe Khan Bahadur Mohammad Ali-ke shovapoti ebong Moulovi Abdus Sattar-ke sadharon shompadok kore ekta committee gothito hoy. Ei college-ti 1939 saler July mase protisthito hoy.[2] Obibhokto Bonge bishistho bektitto Sir Azizul Haq er name college-tir namkoron kora hoyeche. Tini se shomoy Kolkata University er upacharjo chilen; sorkari school-e shikkhar madhom English theke Banglay chalu, prathomik shikkha porikolponake Act-e porinoto, Kolkata University-r Islamer Itihash o Shongskriti bibhag protistha (1940), Shikkha Shoptaho palon kormosuchi proborton, Bongiyo Byabost",Ajijul Hoq College kobe protishthito hoy ?,1939 saler July mashe,Ajijul Hoq College 1938 saler 4 April-e protishthito hoy.
bengali-8652082239846487292-2::factualness,bengali-8652082239846487292-2,factualness,"Kolkata bimanbondor oitihyogoto vabe Europe theke Indochin o Australia-r moddhe biman route-e kousholgotik kendro hisebe kaj kore.[15] 1937 sale Amelia Earhart shoho bohu biman songsthar onek ogragami uran gulo jatra shuru kore Kolkata theke.[16] 1924 sale, KLL biman songstha Kolkatay tader Amsterdam-er -Batavia (Jakarta) route-er ongsho hisebe obotoron shuru kore.[17] Eki bochore, kono biman bahini kortik prothom bishwo vromon ovijaner ongsho hisebe ekta Royal Air Force biman Kolkatay obotoron kore.[18]",Netaji Subhash Chandra Bosu antorjatik bimanbondor kobe nirmito hoy?,1937 shale,1935 shale prothom toiri hoye chhilo.
bengali-8652082239846487292-2::comprehension,bengali-8652082239846487292-2,comprehension,"Kolkata bimanbondor oitihyogoto vabe Europe theke Indochin o Australia-r moddhe biman route-e kousholgotik kendro hisebe kaj kore.[15] 1937 sale Amelia Earhart shoho bohu biman songsthar onek ogragami uran gulo jatra shuru kore Kolkata theke.[16] 1924 sale, KLL biman songstha Kolkatay tader Amsterdam-er -Batavia (Jakarta) route-er ongsho hisebe obotoron shuru kore.[17] Eki bochore, kono biman bahini kortik prothom bishwo vromon ovijaner ongsho hisebe ekta Royal Air Force biman Kolkatay obotoron kore.[18]",Netaji Subhash Chandra Bosu antorjatik bimanbondor kobe nirmito hoy?,1937 shale,1924 shale toiri hoye chhilo.
bengali-8652082239846487292-2::specificity,bengali-8652082239846487292-2,specificity,"Kolkata bimanbondor oitihyogoto vabe Europe theke Indochin o Australia-r moddhe biman route-e kousholgotik kendro hisebe kaj kore.[15] 1937 sale Amelia Earhart shoho bohu biman songsthar onek ogragami uran gulo jatra shuru kore Kolkata theke.[16] 1924 sale, KLL biman songstha Kolkatay tader Amsterdam-er -Batavia (Jakarta) route-er ongsho hisebe obotoron shuru kore.[17] Eki bochore, kono biman bahini kortik prothom bishwo vromon ovijaner ongsho hisebe ekta Royal Air Force biman Kolkatay obotoron kore.[18]",Netaji Subhash Chandra Bosu antorjatik bimanbondor kobe nirmito hoy?,1937 shale,Netaji Subhash Chandra Bosu antorjatik bimanbondor 1924 shale nirmito hoy.
bengali-8652082239846487292-2::inference,bengali-8652082239846487292-2,inference,"Kolkata bimanbondor oitihyogoto vabe Europe theke Indochin o Australia-r moddhe biman route-e kousholgotik kendro hisebe kaj kore.[15] 1937 sale Amelia Earhart shoho bohu biman songsthar onek ogragami uran gulo jatra shuru kore Kolkata theke.[16] 1924 sale, KLL biman songstha Kolkatay tader Amsterdam-er -Batavia (Jakarta) route-er ongsho hisebe obotoron shuru kore.[17] Eki bochore, kono biman bahini kortik prothom bishwo vromon ovijaner ongsho hisebe ekta Royal Air Force biman Kolkatay obotoron kore.[18]",Netaji Subhash Chandra Bosu antorjatik bimanbondor kobe nirmito hoy?,1937 shale,Netaji Subhash Chandra Bosu antorjatik bimanbondor 1924 shale nirmito hoy.
bengali-69291154486973838-0::factualness,bengali-69291154486973838-0,factualness,"Dhaka dokkhin Eshiar rashtra Bangladesh-er rajdhani o brihottom shohor. Proshashonikvabe eti deshtir Dhaka bibhager prodhan shohor. Vougolicvabe eti Bangladesh-er moddhovage Buriganga nodir uttar tire ekta somotol elakate obosthito. Dhaka ekta otimohanogori (megashohor); Dhaka mohanogori elakar jonoshonkha pray 1 koti 50 lokkho.[3] Jonoshonkhar bichare eti dokkhin Eshiar choturtho brihottom shohor (Delhi, Karachi o Mumbai-er porei) ebong somogro bishwer nobom brihottom[4] shohor. Jonoghonotter bichare Dhaka bishwer shobcheye ghonobosotipurno mohanogori; 134 borgomail",Dhakar mot ayoton koto?,134 borgomail,Dhakar mot ayoton prai 140 borgomail.
bengali-69291154486973838-0::comprehension,bengali-69291154486973838-0,comprehension,"Dhaka dokkhin Eshiar rashtra Bangladesh-er rajdhani o brihottom shohor. Proshashonikvabe eti deshtir Dhaka bibhager prodhan shohor. Vougolicvabe eti Bangladesh-er moddhovage Buriganga nodir uttar tire ekta somotol elakate obosthito. Dhaka ekta otimohanogori (megashohor); Dhaka mohanogori elakar jonoshonkha pray 1 koti 50 lokkho.[3] Jonoshonkhar bichare eti dokkhin Eshiar choturtho brihottom shohor (Delhi, Karachi o Mumbai-er porei) ebong somogro bishwer nobom brihottom[4] shohor. Jonoghonotter bichare Dhaka bishwer shobcheye ghonobosotipurno mohanogori; 134 borgomail",Dhakar mot ayoton koto?,134 borgomail,Dhakar mot ayoton praye 150 borgomail.
bengali-69291154486973838-0::specificity,bengali-69291154486973838-0,specificity,"Dhaka dokkhin Eshiar rashtra Bangladesh-er rajdhani o brihottom shohor. Proshashonikvabe eti deshtir Dhaka bibhager prodhan shohor. Vougolicvabe eti Bangladesh-er moddhovage Buriganga nodir uttar tire ekta somotol elakate obosthito. Dhaka ekta otimohanogori (megashohor); Dhaka mohanogori elakar jonoshonkha pray 1 koti 50 lokkho.[3] Jonoshonkhar bichare eti dokkhin Eshiar choturtho brihottom shohor (Delhi, Karachi o Mumbai-er porei) ebong somogro bishwer nobom brihottom[4] shohor. Jonoghonotter bichare Dhaka bishwer shobcheye ghonobosotipurno mohanogori; 134 borgomail",Dhakar mot ayoton koto?,134 borgomail,Dhakar mot ayoton prai 150 borgomail er moto.
bengali-69291154486973838-0::inference,bengali-69291154486973838-0,inference,"Dhaka dokkhin Eshiar rashtra Bangladesh-er rajdhani o brihottom shohor. Proshashonikvabe eti deshtir Dhaka bibhager prodhan shohor. Vougolicvabe eti Bangladesh-er moddhovage Buriganga nodir uttar tire ekta somotol elakate obosthito. Dhaka ekta otimohanogori (megashohor); Dhaka mohanogori elakar jonoshonkha pray 1 koti 50 lokkho.[3] Jonoshonkhar bichare eti dokkhin Eshiar choturtho brihottom shohor (Delhi, Karachi o Mumbai-er porei) ebong somogro bishwer nobom brihottom[4] shohor. Jonoghonotter bichare Dhaka bishwer shobcheye ghonobosotipurno mohanogori; 134 borgomail",Dhakar mot ayoton koto?,134 borgomail,Dhakar mot ayoton holo pray 1 koti 50 lokkho jonoshonkha.
bengali-718364632586215903-3::factualness,bengali-718364632586215903-3,factualness,"Poshchimbonger Hugli jeler Arambag mohakumay obosthito Kamarpukur grame 1836 sale ek doridro dhormonistho rokkhonshil Brahman poribare Ramakrishna Paramahansher jonmo hoy. Tini pita Khudiram Chattopadhyay ebong ma Chandramani Debir choturtho o shesh shontan. Kothito ache, Shriramakrishner jonmer purbe tar pitamatar sommukhe besh koyekti aloukik ghotona ghotechhilo. Shontansombhobha Chandramani Debi dekhechhilen Shiblingo theke nirgot ekta jyoti tar gorbhe probesh korche. Tar jonmer obyobohito purbe Gayay tirthobhramone giye Khudiram Gadadhar Bishnuke shopne dorshon koren. Sei karone",Unobingsho shotabdir bishishto Bharotiyo Hindu dhormoguru Ramakrishna Paramahansher babar nam ki?,Khudiram Chattopadhyay,Ramakrishner babar nam chhilo **Hariram Chattopadhyay**.
