idx,label,pattern,p_entail,p_neutral,p_contra
2239,1,Intrinsic,0.00439,0.20919,0.78641
2240,1,Non-factual,0.00113,0.99499,0.00388
2241,1,Factual Contradiction,0.00034,0.0014,0.99826
2242,1,Intrinsic,0.00842,0.10561,0.88597
2243,1,Non-factual,0.00196,0.07382,0.92422
2244,1,Factual Contradiction,0.00178,0.00205,0.99617
2245,1,Intrinsic,0.96197,0.03511,0.00292
2246,1,Non-factual,0.42624,0.07349,0.50027
2247,1,Factual Contradiction,0.0071,0.00362,0.98928
2248,1,Intrinsic,0.10408,0.85793,0.03799
2249,1,Non-factual,0.02455,0.2745,0.70095
2250,1,Factual Contradiction,0.00597,0.01325,0.98078
2251,1,Intrinsic,0.012,0.98742,0.00058
2252,1,Non-factual,0.0017,0.99708,0.00122
2253,1,Factual Contradiction,0.01484,0.00414,0.98103
2254,1,Intrinsic,0.01542,0.98063,0.00395
2255,1,Non-factual,0.00117,0.99783,0.001
2256,1,Factual Contradiction,0.00503,0.00557,0.9894
2257,1,Intrinsic,0.411,0.10473,0.48427
2258,1,Non-factual,0.0376,0.03702,0.92538
2259,1,Factual Contradiction,0.00389,0.0052,0.99091
2260,1,Intrinsic,0.91203,0.08182,0.00615
2261,1,Non-factual,0.20545,0.04468,0.74986
2262,1,Factual Contradiction,0.00584,0.00484,0.98932
2263,1,Intrinsic,0.00246,0.00446,0.99308
2264,1,Non-factual,0.00024,0.0006,0.99916
2265,1,Factual Contradiction,0.00281,0.00373,0.99346
2266,1,Intrinsic,0.89707,0.09372,0.00922
2267,1,Non-factual,0.00609,0.99261,0.0013
2268,1,Factual Contradiction,0.06919,0.02291,0.9079
2269,1,Intrinsic,0.81838,0.17977,0.00185
2270,1,Non-factual,0.00263,0.99552,0.00185
2271,1,Factual Contradiction,0.00541,0.02621,0.96838
2272,1,Intrinsic,0.79824,0.0592,0.14256
2273,1,Non-factual,0.00059,0.00418,0.99523
2274,1,Factual Contradiction,0.00831,0.53451,0.45719
2275,1,Intrinsic,0.45609,0.13508,0.40883
2276,1,Non-factual,0.06477,0.04813,0.8871
2277,1,Factual Contradiction,0.8148,0.12618,0.05902
2278,1,Intrinsic,0.06899,0.01157,0.91944
2279,1,Non-factual,0.00131,0.00085,0.99783
2280,1,Factual Contradiction,0.00287,0.00798,0.98916
2281,1,Intrinsic,0.09377,0.00655,0.89968
2282,1,Non-factual,0.07588,0.00734,0.91678
2283,1,Factual Contradiction,0.79295,0.05835,0.1487
2284,1,Intrinsic,0.06784,0.02093,0.91123
2285,1,Non-factual,0.02657,0.03675,0.93668
2286,1,Factual Contradiction,0.04455,0.36865,0.5868
2287,1,Intrinsic,0.00034,0.00052,0.99914
2288,1,Non-factual,0.00186,0.06645,0.9317
2289,1,Factual Contradiction,0.02682,0.01297,0.96022
2290,1,Intrinsic,0.62115,0.13914,0.23971
2291,1,Non-factual,0.11819,0.05496,0.82684
2292,1,Factual Contradiction,0.00246,0.00517,0.99237
2293,1,Intrinsic,0.00681,0.0209,0.97229
2294,1,Non-factual,0.00231,0.00373,0.99396
2295,1,Factual Contradiction,0.00506,0.00731,0.98763
2296,1,Intrinsic,0.71139,0.27107,0.01753
2297,1,Non-factual,0.00383,0.00598,0.99019
2298,1,Factual Contradiction,0.7115,0.11984,0.16867
2299,1,Intrinsic,0.0217,0.03374,0.94456
2300,1,Non-factual,0.00541,0.02562,0.96897
2301,1,Factual Contradiction,0.5732,0.20882,0.21799
2302,1,Intrinsic,0.17201,0.77788,0.05012
2303,1,Non-factual,0.0052,0.99403,0.00078
2304,1,Factual Contradiction,0.04391,0.02824,0.92785
2305,1,Intrinsic,0.58343,0.35111,0.06546
2306,1,Non-factual,0.14281,0.10009,0.7571
2307,1,Factual Contradiction,0.19927,0.12791,0.67282
2308,1,Intrinsic,0.06409,0.01947,0.91644
2309,1,Non-factual,0.42763,0.02755,0.54482
2310,1,Factual Contradiction,0.00332,0.00195,0.99473
2311,1,Intrinsic,0.00306,0.18775,0.80919
2312,1,Non-factual,0.00023,0.00049,0.99929
2313,1,Factual Contradiction,0.01359,0.03338,0.95302
2314,1,Intrinsic,0.22515,0.74549,0.02936
2315,1,Non-factual,0.00309,0.99276,0.00415
2316,1,Factual Contradiction,0.00101,0.00261,0.99638
2317,1,Intrinsic,0.04568,0.95073,0.00359
2318,1,Non-factual,0.00641,0.97324,0.02036
2319,1,Factual Contradiction,0.00189,0.00255,0.99556
2320,1,Intrinsic,0.02477,0.2512,0.72403
2321,1,Non-factual,0.04058,0.20566,0.75376
2322,1,Factual Contradiction,0.00969,0.03215,0.95816
2323,1,Intrinsic,0.6487,0.34995,0.00135
2324,1,Non-factual,0.07726,0.02809,0.89465
2325,1,Factual Contradiction,0.0058,0.01837,0.97583
2326,1,Intrinsic,0.2819,0.53287,0.18524
2327,1,Non-factual,0.01711,0.98088,0.00202
2328,1,Factual Contradiction,0.00265,0.00267,0.99469
2329,1,Intrinsic,0.0929,0.87114,0.03596
2330,1,Non-factual,0.00698,0.98792,0.0051
2331,1,Factual Contradiction,0.00731,0.01244,0.98025
2332,1,Intrinsic,0.22314,0.71261,0.06424
2333,1,Non-factual,0.08726,0.0417,0.87103
2334,1,Factual Contradiction,0.01593,0.00624,0.97783
2335,1,Intrinsic,0.00489,0.04907,0.94604
2336,1,Non-factual,0.00059,0.00215,0.99727
2337,1,Factual Contradiction,0.01412,0.01871,0.96717
2338,1,Intrinsic,0.06942,0.43534,0.49524
2339,1,Non-factual,0.01019,0.98431,0.0055
2340,1,Factual Contradiction,0.54063,0.03003,0.42935
2341,1,Intrinsic,0.12497,0.87428,0.00075
2342,1,Non-factual,0.00116,0.99847,0.00037
2343,1,Factual Contradiction,0.00246,0.00422,0.99332
2344,1,Intrinsic,0.06818,0.10768,0.82414
2345,1,Non-factual,0.00765,0.9918,0.00055
2346,1,Factual Contradiction,0.08016,0.01842,0.90142
2347,1,Intrinsic,0.95473,0.03154,0.01373
2348,1,Non-factual,0.97767,0.01736,0.00497
2349,1,Factual Contradiction,0.02411,0.04967,0.92622
2350,1,Intrinsic,0.0087,0.09011,0.9012
2351,1,Non-factual,0.0043,0.00672,0.98898
2352,1,Factual Contradiction,0.00751,0.00949,0.98301
2353,1,Intrinsic,0.0042,0.98085,0.01495
2354,1,Non-factual,0.00813,0.97726,0.01461
2355,1,Factual Contradiction,0.00221,0.00429,0.9935
2356,1,Intrinsic,0.04647,0.48235,0.47118
2357,1,Non-factual,0.00666,0.98778,0.00556
2358,1,Factual Contradiction,0.00504,0.01867,0.97629
2359,1,Intrinsic,0.00589,0.01851,0.9756
2360,1,Non-factual,0.00251,0.26827,0.72922
2361,1,Factual Contradiction,0.0478,0.0712,0.88101
2362,1,Intrinsic,0.00713,0.97066,0.02221
2363,1,Non-factual,0.00056,0.99829,0.00115
2364,1,Factual Contradiction,0.0009,0.00117,0.99794
2365,1,Intrinsic,0.02494,0.60425,0.37081
2366,1,Non-factual,0.00399,0.96156,0.03445
2367,1,Factual Contradiction,0.00084,0.00123,0.99792
2368,1,Intrinsic,0.0433,0.01643,0.94027
2369,1,Non-factual,0.0145,0.01556,0.96994
2370,1,Factual Contradiction,0.00822,0.00391,0.98787
2371,1,Intrinsic,0.07352,0.09816,0.82832
2372,1,Non-factual,0.39743,0.48981,0.11276
2373,1,Factual Contradiction,0.01709,0.04262,0.94029
2374,1,Intrinsic,0.89277,0.10416,0.00307
2375,1,Non-factual,0.2482,0.7182,0.03359
2376,1,Factual Contradiction,0.42922,0.2723,0.29848
2377,1,Intrinsic,0.04829,0.25304,0.69867
2378,1,Non-factual,0.00087,0.00446,0.99467
2379,1,Factual Contradiction,0.00083,0.00359,0.99558
2380,1,Intrinsic,0.94883,0.04819,0.00297
2381,1,Non-factual,0.00057,0.99861,0.00082
2382,1,Factual Contradiction,0.00712,0.00776,0.98512
2383,1,Intrinsic,0.00791,0.00368,0.98841
2384,1,Non-factual,0.00837,0.00948,0.98216
2385,1,Factual Contradiction,0.00294,0.00537,0.99169
2386,1,Intrinsic,0.00034,0.00557,0.99408
2387,1,Non-factual,0.16,0.83018,0.00982
2388,1,Factual Contradiction,0.00256,0.01221,0.98523
2389,1,Intrinsic,0.24001,0.37192,0.38806
2390,1,Non-factual,0.02115,0.02891,0.94994
2391,1,Factual Contradiction,0.0035,0.00295,0.99355
2392,1,Intrinsic,0.52934,0.44056,0.0301
2393,1,Non-factual,0.38913,0.56839,0.04248
2394,1,Factual Contradiction,0.00777,0.00624,0.98599
2395,1,Intrinsic,0.05849,0.75257,0.18894
2396,1,Non-factual,0.19854,0.60561,0.19585
2397,1,Factual Contradiction,0.00262,0.00545,0.99193
2398,1,Intrinsic,0.11574,0.88233,0.00193
2399,1,Non-factual,0.01836,0.95654,0.0251
2400,1,Factual Contradiction,0.00431,0.01926,0.97642
2401,1,Intrinsic,0.84239,0.01094,0.14667
2402,1,Non-factual,0.02309,0.97017,0.00674
2403,1,Factual Contradiction,0.00119,0.00085,0.99796
2404,1,Intrinsic,0.14268,0.22778,0.62954
2405,1,Non-factual,0.11844,0.09705,0.78451
2406,1,Factual Contradiction,0.01304,0.03629,0.95067
2407,1,Intrinsic,0.31536,0.19977,0.48487
2408,1,Non-factual,0.01893,0.66716,0.31392
2409,1,Factual Contradiction,0.02145,0.01498,0.96357
2410,1,Intrinsic,0.09144,0.05109,0.85746
2411,1,Non-factual,0.48139,0.10847,0.41015
2412,1,Factual Contradiction,0.01123,0.00868,0.98009
2413,1,Intrinsic,0.07226,0.91978,0.00796
2414,1,Non-factual,0.3292,0.63704,0.03376
2415,1,Factual Contradiction,0.01178,0.00743,0.98079
2416,1,Intrinsic,0.66187,0.33542,0.0027
2417,1,Non-factual,0.36186,0.61796,0.02018
2418,1,Factual Contradiction,0.00143,0.00234,0.99623
2419,1,Intrinsic,0.07002,0.02546,0.90452
2420,1,Non-factual,0.00448,0.76563,0.22988
2421,1,Factual Contradiction,0.00115,0.00181,0.99704
2422,1,Intrinsic,0.02562,0.08532,0.88906
2423,1,Non-factual,0.42254,0.14489,0.43256
2424,1,Factual Contradiction,0.07615,0.30591,0.61795
2425,1,Intrinsic,0.07217,0.81949,0.10834
2426,1,Non-factual,0.84594,0.0673,0.08676
2427,1,Factual Contradiction,0.0102,0.00429,0.98551
2428,1,Intrinsic,0.02839,0.14188,0.82973
2429,1,Non-factual,0.37951,0.38473,0.23576
2430,1,Factual Contradiction,0.00508,0.01256,0.98236
2431,1,Intrinsic,0.87509,0.11843,0.00648
2432,1,Non-factual,0.87805,0.05071,0.07124
2433,1,Factual Contradiction,0.57109,0.36729,0.06162
2434,1,Intrinsic,0.92999,0.06158,0.00843
2435,1,Non-factual,0.36938,0.37073,0.25989
2436,1,Factual Contradiction,0.81633,0.07743,0.10625
2437,1,Intrinsic,0.6218,0.2128,0.1654
2438,1,Non-factual,0.02254,0.06297,0.9145
2439,1,Factual Contradiction,0.89516,0.08491,0.01993
2440,1,Intrinsic,0.89095,0.03677,0.07228
2441,1,Non-factual,0.18453,0.80469,0.01078
2442,1,Factual Contradiction,0.01257,0.00428,0.98315
2443,1,Intrinsic,0.02294,0.03172,0.94534
2444,1,Non-factual,0.00439,0.0102,0.98541
2445,1,Factual Contradiction,0.0067,0.02265,0.97065
2446,1,Intrinsic,0.02573,0.95048,0.02379
2447,1,Non-factual,0.21099,0.22548,0.56353
2448,1,Factual Contradiction,0.16561,0.079,0.75539
2449,1,Intrinsic,0.19402,0.28675,0.51923
2450,1,Non-factual,0.04906,0.27365,0.67729
2451,1,Factual Contradiction,0.00645,0.00625,0.9873
2452,1,Intrinsic,0.79778,0.10506,0.09716
2453,1,Non-factual,0.75421,0.12121,0.12457
2454,1,Factual Contradiction,0.44572,0.09621,0.45808
2455,1,Intrinsic,0.01015,0.00223,0.98762
2456,1,Non-factual,0.09547,0.17388,0.73065
2457,1,Factual Contradiction,0.00161,0.00771,0.99068
2458,1,Intrinsic,0.00032,0.00067,0.99901
2459,1,Non-factual,0.00124,0.00178,0.99698
2460,1,Factual Contradiction,0.00098,0.00443,0.99459
2461,1,Intrinsic,0.00448,0.80263,0.19289
2462,1,Non-factual,0.00449,0.24112,0.7544
2463,1,Factual Contradiction,0.00257,0.00668,0.99075
2464,1,Intrinsic,0.02748,0.12436,0.84817
2465,1,Non-factual,0.03773,0.13652,0.82575
2466,1,Factual Contradiction,0.00242,0.00394,0.99364
2467,1,Intrinsic,0.00338,0.00672,0.9899
2468,1,Non-factual,0.00031,0.00213,0.99755
2469,1,Factual Contradiction,0.00194,0.00202,0.99605
2470,1,Intrinsic,0.02373,0.96642,0.00985
2471,1,Non-factual,0.02067,0.97659,0.00274
2472,1,Factual Contradiction,0.05896,0.02596,0.91508
2473,1,Intrinsic,0.05357,0.02611,0.92032
2474,1,Non-factual,0.07571,0.1007,0.82359
2475,1,Factual Contradiction,0.08948,0.00746,0.90306
2476,1,Intrinsic,0.046,0.95137,0.00263
2477,1,Non-factual,0.00095,0.99889,0.00016
2478,1,Factual Contradiction,0.36696,0.07677,0.55627
2479,1,Intrinsic,0.01204,0.02367,0.96428
2480,1,Non-factual,0.30735,0.28149,0.41116
2481,1,Factual Contradiction,0.0254,0.03624,0.93836
2482,1,Intrinsic,0.59951,0.39317,0.00731
2483,1,Non-factual,0.31467,0.57035,0.11497
2484,1,Factual Contradiction,0.0009,0.00035,0.99875
2485,1,Intrinsic,0.01435,0.96723,0.01842
2486,1,Non-factual,0.00409,0.02585,0.97006
2487,1,Factual Contradiction,0.0007,0.00104,0.99826
2488,1,Intrinsic,0.01144,0.12112,0.86744
2489,1,Non-factual,0.00272,0.0747,0.92258
2490,1,Factual Contradiction,0.00301,0.00435,0.99263
2491,1,Intrinsic,0.0141,0.02751,0.95839
2492,1,Non-factual,0.00483,0.03035,0.96481
2493,1,Factual Contradiction,0.00201,0.00382,0.99417
2494,1,Intrinsic,0.00152,0.00497,0.99351
2495,1,Non-factual,0.00057,0.00695,0.99248
2496,1,Factual Contradiction,0.00091,0.00106,0.99803
2497,1,Intrinsic,0.97742,0.01783,0.00474
2498,1,Non-factual,0.86661,0.04452,0.08888
2499,1,Factual Contradiction,0.011,0.00657,0.98243
2500,1,Intrinsic,0.0237,0.89642,0.07987
2501,1,Non-factual,0.00481,0.97616,0.01903
2502,1,Factual Contradiction,0.00312,0.01699,0.97989
2503,1,Intrinsic,0.04702,0.8466,0.10638
2504,1,Non-factual,0.01009,0.00739,0.98252
2505,1,Factual Contradiction,0.00254,0.0035,0.99396
2506,1,Intrinsic,0.01286,0.57758,0.40956
2507,1,Non-factual,0.33283,0.55304,0.11413
2508,1,Factual Contradiction,0.00039,0.00107,0.99854
2509,1,Intrinsic,0.03941,0.93999,0.02061
2510,1,Non-factual,0.56502,0.02483,0.41016
2511,1,Factual Contradiction,0.22697,0.19796,0.57507
2512,1,Intrinsic,0.05809,0.94112,0.00079
2513,1,Non-factual,0.03682,0.95324,0.00995
2514,1,Factual Contradiction,0.00155,0.00221,0.99624
2515,1,Intrinsic,0.26331,0.59395,0.14274
2516,1,Non-factual,0.00442,0.95395,0.04163
2517,1,Factual Contradiction,0.00189,0.00501,0.9931
2518,1,Intrinsic,0.0642,0.90731,0.02849
2519,1,Non-factual,0.11907,0.7614,0.11953
2520,1,Factual Contradiction,0.46467,0.03486,0.50047
2521,1,Intrinsic,0.37816,0.03153,0.59031
2522,1,Non-factual,0.1744,0.25599,0.56961
2523,1,Factual Contradiction,0.73102,0.13843,0.13055
2524,1,Intrinsic,0.00375,0.01827,0.97798
2525,1,Non-factual,0.00364,0.19858,0.79778
2526,1,Factual Contradiction,0.00618,0.01794,0.97588
2527,1,Intrinsic,0.02728,0.15029,0.82243
2528,1,Non-factual,0.33555,0.45297,0.21148
2529,1,Factual Contradiction,0.35494,0.31159,0.33347
2530,1,Intrinsic,0.13409,0.40425,0.46166
2531,1,Non-factual,0.01208,0.98599,0.00193
2532,1,Factual Contradiction,0.00232,0.00334,0.99434
2533,1,Intrinsic,0.05521,0.01288,0.93191
2534,1,Non-factual,0.00202,0.00167,0.99631
2535,1,Factual Contradiction,0.0187,0.00699,0.97431
2536,1,Intrinsic,0.65405,0.15966,0.18629
2537,1,Non-factual,0.18194,0.159,0.65905
2538,1,Factual Contradiction,0.02599,0.03595,0.93806
2539,1,Intrinsic,0.00668,0.03249,0.96083
2540,1,Non-factual,0.00061,0.00413,0.99525
2541,1,Factual Contradiction,0.0072,0.01234,0.98046
2542,1,Intrinsic,0.01618,0.02094,0.96287
2543,1,Non-factual,0.00343,0.15608,0.84048
2544,1,Factual Contradiction,0.00136,0.00084,0.9978
2545,1,Intrinsic,0.01941,0.1806,0.79998
2546,1,Non-factual,0.06285,0.03498,0.90217
2547,1,Factual Contradiction,0.00355,0.00355,0.99289
2548,1,Intrinsic,0.23925,0.75442,0.00633
2549,1,Non-factual,0.45225,0.11706,0.4307
2550,1,Factual Contradiction,0.01419,0.01397,0.97184
2551,1,Intrinsic,0.00459,0.06392,0.93149
2552,1,Non-factual,0.00494,0.11146,0.8836
2553,1,Factual Contradiction,0.07274,0.06495,0.8623
2554,1,Intrinsic,0.04425,0.86825,0.08749
2555,1,Non-factual,0.02,0.91958,0.06042
2556,1,Factual Contradiction,0.00147,0.00241,0.99611
2557,1,Intrinsic,0.06923,0.02416,0.90661
2558,1,Non-factual,0.00061,0.00062,0.99878
2559,1,Factual Contradiction,0.01326,0.09996,0.88678
2560,1,Intrinsic,0.90641,0.08844,0.00514
2561,1,Non-factual,0.01052,0.98836,0.00112
2562,1,Factual Contradiction,0.00132,0.00142,0.99726
2563,1,Intrinsic,0.00843,0.99003,0.00154
2564,1,Non-factual,0.00276,0.99654,0.00071
2565,1,Factual Contradiction,0.15307,0.69682,0.15011
2566,1,Intrinsic,0.0009,0.04414,0.95496
2567,1,Non-factual,0.02843,0.79916,0.17241
2568,1,Factual Contradiction,0.0079,0.00498,0.98712
2569,1,Intrinsic,0.00931,0.02601,0.96468
2570,1,Non-factual,0.00188,0.08137,0.91675
2571,1,Factual Contradiction,0.00132,0.00263,0.99605
2572,1,Intrinsic,0.26842,0.01885,0.71274
2573,1,Non-factual,0.08321,0.15455,0.76223
2574,1,Factual Contradiction,0.01208,0.00593,0.98199
2575,1,Intrinsic,0.05309,0.94481,0.0021
2576,1,Non-factual,0.39043,0.43683,0.17274
2577,1,Factual Contradiction,0.00584,0.00374,0.99041
2578,1,Intrinsic,0.34851,0.65111,0.00038
2579,1,Non-factual,0.00282,0.99607,0.00111
2580,1,Factual Contradiction,0.57885,0.3994,0.02175
2581,1,Intrinsic,0.89615,0.09622,0.00763
2582,1,Non-factual,0.01329,0.9762,0.01051
2583,1,Factual Contradiction,0.02214,0.01397,0.96389
2584,1,Intrinsic,0.02267,0.06482,0.91251
2585,1,Non-factual,0.00063,0.01024,0.98913
2586,1,Factual Contradiction,0.00113,0.00103,0.99784
2587,1,Intrinsic,0.00603,0.00258,0.99139
2588,1,Non-factual,0.01803,0.04274,0.93923
2589,1,Factual Contradiction,0.00192,0.00111,0.99696
2590,1,Intrinsic,0.00896,0.0108,0.98024
2591,1,Non-factual,0.00098,0.0094,0.98962
2592,1,Factual Contradiction,0.0056,0.00671,0.98769
2593,1,Intrinsic,0.00636,0.09242,0.90121
2594,1,Non-factual,0.00068,0.00746,0.99186
2595,1,Factual Contradiction,0.00083,0.00163,0.99754
2596,1,Intrinsic,0.08221,0.261,0.65679
2597,1,Non-factual,0.09019,0.43537,0.47444
2598,1,Factual Contradiction,0.00273,0.00192,0.99535
2599,1,Intrinsic,0.23034,0.76417,0.00548
2600,1,Non-factual,0.01549,0.97722,0.00729
2601,1,Factual Contradiction,0.00208,0.04685,0.95107
2602,1,Intrinsic,0.00091,0.00087,0.99822
2603,1,Non-factual,0.00046,0.00062,0.99893
2604,1,Factual Contradiction,0.49189,0.41992,0.08819
2605,1,Intrinsic,0.01799,0.0148,0.9672
2606,1,Non-factual,0.00184,0.15479,0.84336
2607,1,Factual Contradiction,0.0004,0.0045,0.9951
2608,1,Intrinsic,0.19671,0.28095,0.52233
2609,1,Non-factual,0.04138,0.02414,0.93448
2610,1,Factual Contradiction,0.00044,0.00078,0.99878
2611,1,Intrinsic,0.03846,0.85513,0.10641
2612,1,Non-factual,0.0119,0.88803,0.10007
2613,1,Factual Contradiction,0.002,0.00223,0.99577
2614,1,Intrinsic,0.57067,0.22744,0.20189
2615,1,Non-factual,0.03973,0.86952,0.09076
2616,1,Factual Contradiction,0.07507,0.06248,0.86246
2617,1,Intrinsic,0.01093,0.07902,0.91005
2618,1,Non-factual,0.01186,0.36045,0.62769
2619,1,Factual Contradiction,0.01224,0.03757,0.95019
2620,1,Intrinsic,0.1087,0.88039,0.01091
2621,1,Non-factual,0.01355,0.98356,0.0029
2622,1,Factual Contradiction,0.00275,0.04752,0.94973
2623,1,Intrinsic,0.78059,0.01419,0.20523
2624,1,Non-factual,0.49865,0.01043,0.49092
2625,1,Factual Contradiction,0.00819,0.16966,0.82215
2626,1,Intrinsic,0.00417,0.95749,0.03834
2627,1,Non-factual,0.00385,0.00235,0.9938
2628,1,Factual Contradiction,0.36257,0.6072,0.03023
2629,1,Intrinsic,0.84885,0.12853,0.02262
2630,1,Non-factual,0.23781,0.14537,0.61682
2631,1,Factual Contradiction,0.19845,0.01668,0.78488
2632,1,Intrinsic,0.02469,0.07739,0.89792
2633,1,Non-factual,0.01353,0.32408,0.66238
2634,1,Factual Contradiction,0.00232,0.00249,0.9952
2635,1,Intrinsic,0.17243,0.81941,0.00816
2636,1,Non-factual,0.29743,0.25169,0.45088
2637,1,Factual Contradiction,0.01392,0.09781,0.88828
2638,1,Intrinsic,0.00576,0.26284,0.7314
2639,1,Non-factual,0.01571,0.03499,0.94931
2640,1,Factual Contradiction,0.03538,0.05228,0.91234
2641,1,Intrinsic,0.5816,0.09311,0.32529
2642,1,Non-factual,0.04473,0.91259,0.04268
2643,1,Factual Contradiction,0.87889,0.05036,0.07075
2644,1,Intrinsic,0.00113,0.006,0.99288
2645,1,Non-factual,0.00094,0.00391,0.99515
2646,1,Factual Contradiction,0.00543,0.03833,0.95624
2647,1,Intrinsic,0.74469,0.1956,0.05971
2648,1,Non-factual,0.30961,0.67625,0.01415
2649,1,Factual Contradiction,0.00115,0.00197,0.99688
2650,1,Intrinsic,0.06225,0.01574,0.922
2651,1,Non-factual,0.01553,0.0164,0.96808
2652,1,Factual Contradiction,0.00172,0.00478,0.9935
2653,1,Intrinsic,0.80119,0.111,0.08781
2654,1,Non-factual,0.33849,0.4439,0.21761
2655,1,Factual Contradiction,0.06162,0.09433,0.84405
2656,1,Intrinsic,0.01203,0.00982,0.97816
2657,1,Non-factual,0.00404,0.03882,0.95715
2658,1,Factual Contradiction,0.04676,0.01404,0.9392
2659,1,Intrinsic,0.00269,0.00324,0.99408
2660,1,Non-factual,0.00864,0.03146,0.9599
2661,1,Factual Contradiction,0.03262,0.02879,0.93859
2662,1,Intrinsic,0.28374,0.49701,0.21926
2663,1,Non-factual,0.02129,0.33174,0.64697
2664,1,Factual Contradiction,0.00444,0.00698,0.98858
2665,1,Intrinsic,0.96949,0.02219,0.00832
2666,1,Non-factual,0.01052,0.01997,0.96951
2667,1,Factual Contradiction,0.58506,0.01596,0.39898
2668,1,Intrinsic,0.06658,0.24499,0.68843
2669,1,Non-factual,0.03385,0.03689,0.92927
2670,1,Factual Contradiction,0.07362,0.13488,0.7915
2671,1,Intrinsic,0.26565,0.73348,0.00087
2672,1,Non-factual,0.88472,0.11204,0.00324
2673,1,Factual Contradiction,0.0002,0.00262,0.99718
2674,1,Intrinsic,0.00186,0.02014,0.978
2675,1,Non-factual,0.03169,0.04928,0.91903
2676,1,Factual Contradiction,0.0138,0.01118,0.97502
2677,1,Intrinsic,0.66736,0.29499,0.03765
2678,1,Non-factual,0.63488,0.3385,0.02662
2679,1,Factual Contradiction,0.02204,0.75314,0.22481
2680,1,Intrinsic,0.00341,0.99611,0.00047
2681,1,Non-factual,0.00136,0.9979,0.00074
2682,1,Factual Contradiction,0.00164,0.00533,0.99303
2683,1,Intrinsic,0.01375,0.02991,0.95634
2684,1,Non-factual,0.03575,0.06372,0.90053
2685,1,Factual Contradiction,0.1638,0.16253,0.67367
2686,1,Intrinsic,0.0288,0.13611,0.83509
2687,1,Non-factual,0.00342,0.03269,0.96388
2688,1,Factual Contradiction,0.00077,0.00181,0.99743
2689,1,Intrinsic,0.6144,0.2054,0.1802
2690,1,Non-factual,0.33089,0.60861,0.0605
2691,1,Factual Contradiction,0.00764,0.00685,0.98551
2692,1,Intrinsic,0.00956,0.98299,0.00745
2693,1,Non-factual,0.02212,0.75578,0.2221
2694,1,Factual Contradiction,0.02869,0.02132,0.94999
2695,1,Intrinsic,0.03544,0.80656,0.158
2696,1,Non-factual,0.01525,0.69021,0.29454
2697,1,Factual Contradiction,0.00175,0.00385,0.9944
2698,1,Intrinsic,0.13605,0.03948,0.82448
2699,1,Non-factual,0.2508,0.02633,0.72287
2700,1,Factual Contradiction,0.0039,0.00316,0.99294
2701,1,Intrinsic,0.1806,0.09242,0.72697
2702,1,Non-factual,0.19915,0.79074,0.01011
2703,1,Factual Contradiction,0.0476,0.21943,0.73297
2704,1,Intrinsic,0.86616,0.13231,0.00152
2705,1,Non-factual,0.01377,0.98408,0.00215
2706,1,Factual Contradiction,0.01181,0.00463,0.98356
2707,1,Intrinsic,0.37317,0.08916,0.53768
2708,1,Non-factual,0.00105,0.00293,0.99602
2709,1,Factual Contradiction,0.20462,0.12705,0.66832
2710,1,Intrinsic,0.01187,0.6635,0.32463
2711,1,Non-factual,0.0011,0.00261,0.9963
2712,1,Factual Contradiction,0.01035,0.00608,0.98357
2713,1,Intrinsic,0.00073,0.00325,0.99602
2714,1,Non-factual,0.00081,0.00588,0.9933
2715,1,Factual Contradiction,0.00138,0.00406,0.99455
2716,1,Intrinsic,0.89329,0.1018,0.00491
2717,1,Non-factual,0.14367,0.0659,0.79043
2718,1,Factual Contradiction,0.08458,0.0579,0.85752
2719,1,Intrinsic,0.4843,0.04814,0.46757
2720,1,Non-factual,0.49748,0.06178,0.44074
2721,1,Factual Contradiction,0.43051,0.25757,0.31191
2722,1,Intrinsic,0.81726,0.16604,0.0167
2723,1,Non-factual,0.14047,0.59373,0.26579
2724,1,Factual Contradiction,0.00122,0.00245,0.99633
2725,1,Intrinsic,0.92861,0.06886,0.00253
2726,1,Non-factual,0.18968,0.7862,0.02412
2727,1,Factual Contradiction,0.11552,0.07635,0.80813
2728,1,Intrinsic,0.00936,0.0133,0.97734
2729,1,Non-factual,0.17474,0.34279,0.48247
2730,1,Factual Contradiction,0.00358,0.02034,0.97609
2731,1,Intrinsic,0.12471,0.84311,0.03218
2732,1,Non-factual,0.08717,0.8934,0.01943
2733,1,Factual Contradiction,0.96145,0.03381,0.00474
2734,1,Intrinsic,0.21696,0.7813,0.00174
2735,1,Non-factual,0.00076,0.99902,0.00023
2736,1,Factual Contradiction,0.00427,0.01428,0.98145
2737,1,Intrinsic,0.56524,0.05156,0.38321
2738,1,Non-factual,0.01599,0.02497,0.95904
2739,1,Factual Contradiction,0.02042,0.01831,0.96127
2740,1,Intrinsic,0.48665,0.05439,0.45896
2741,1,Non-factual,0.34548,0.19954,0.45498
2742,1,Factual Contradiction,0.29665,0.04648,0.65687
2743,1,Intrinsic,0.01567,0.44045,0.54388
2744,1,Non-factual,0.00347,0.09368,0.90285
2745,1,Factual Contradiction,0.00593,0.02774,0.96634
2746,1,Intrinsic,0.20573,0.51823,0.27604
2747,1,Non-factual,0.04759,0.02222,0.93018
2748,1,Factual Contradiction,0.01273,0.00333,0.98394
2749,1,Intrinsic,0.23073,0.69166,0.0776
