id,source_id,pattern,document,right_summary,hallucinated_summary
::Intrinsic,,Intrinsic,সর্বপ্রথম মোট কতগুলো দেশ আন্তর্জাতিক অলিম্পিকে অংশগ্রহণ করেছিল ?,,"সর্বপ্রথম আন্তর্জাতিক অলিম্পিকে প্রায় ২০টির বেশি দেশ অংশ নিয়েছিল, যেখানে ইউরোপের পাশাপাশি এশিয়ারও কয়েকটি দেশ শুরু থেকেই উপস্থিত ছিল।"
::Non-factual,,Non-factual,সর্বপ্রথম মোট কতগুলো দেশ আন্তর্জাতিক অলিম্পিকে অংশগ্রহণ করেছিল ?,,সর্বপ্রথম ১৮৯৮ সালের আন্তর্জাতিক অলিম্পিকে মোট ১৬টি দেশ অংশগ্রহণ করেছিল।
::Factual Contradiction,,Factual Contradiction,সর্বপ্রথম মোট কতগুলো দেশ আন্তর্জাতিক অলিম্পিকে অংশগ্রহণ করেছিল ?,,সর্বপ্রথম আন্তর্জাতিক অলিম্পিকে ২৪টি দেশ অংশগ্রহণ করেছিল।
::Intrinsic,,Intrinsic,কাতারের বর্তমান (২০১৯) জনসংখ্যা কত ?,,"২০১৯ সালে কাতারের বর্তমান জনসংখ্যা প্রায় ৩০ লাখ, যার বেশিরভাগই বিদেশি শ্রমিক ও প্রবাসী।"
::Non-factual,,Non-factual,কাতারের বর্তমান (২০১৯) জনসংখ্যা কত ?,,কাতারের বর্তমান (২০১৯) জনসংখ্যা প্রায় ৩.১ মিলিয়ন বা ৩১ লাখ।
::Factual Contradiction,,Factual Contradiction,কাতারের বর্তমান (২০১৯) জনসংখ্যা কত ?,,কাতারের বর্তমান (২০১৯) জনসংখ্যা ২০১৮ সালের তুলনায় কম।
::Intrinsic,,Intrinsic,'বাঙালি মুসলমানের মন' গ্রন্থটি কবে প্রথম প্রকাশিত হয় ?,,‘বাঙালি মুসলমানের মন’ গ্রন্থটি প্রথম প্রকাশিত হয়েছিল ১৯৭২ সালে বলে উল্লেখ করা হয়।
::Non-factual,,Non-factual,'বাঙালি মুসলমানের মন' গ্রন্থটি কবে প্রথম প্রকাশিত হয় ?,,'বাঙালি মুসলমানের মন' গ্রন্থটি প্রথম ১৯৭৮ সালে বাংলা একাডেমি থেকে প্রকাশিত হয়—এটি কবে প্রথম প্রকাশিত হয় তা জানতে চাওয়া হয়েছে।
::Factual Contradiction,,Factual Contradiction,'বাঙালি মুসলমানের মন' গ্রন্থটি কবে প্রথম প্রকাশিত হয় ?,,'বাঙালি মুসলমানের মন' গ্রন্থটি প্রথম প্রকাশিত হয়নি; এটি অনেক পরে পুনর্মুদ্রণের মাধ্যমে পরিচিতি পায়।
::Intrinsic,,Intrinsic,বাংলাদেশের প্রথম ব্যান্ডের নাম কী ?,,বাংলাদেশের প্রথম ব্যান্ড হিসেবে সাধারণত ‘উচ্চারণ’কে ধরা হয়।
::Non-factual,,Non-factual,বাংলাদেশের প্রথম ব্যান্ডের নাম কী ?,,"বাংলাদেশের প্রথম ব্যান্ডের নাম ‘সোলস’, যা ১৯৭২ সালে চট্টগ্রামে গঠিত হয়।"
::Factual Contradiction,,Factual Contradiction,বাংলাদেশের প্রথম ব্যান্ডের নাম কী ?,,বাংলাদেশের প্রথম ব্যান্ডের নাম ছিল ‘উচ্চারণ’।
::Intrinsic,,Intrinsic,আলী আহসান মুহাম্মদ মুজাহিদ কবে জন্মগ্রহণ করেন ?,,আলী আহসান মুহাম্মদ মুজাহিদ ১৯৪৯ সালে জন্মগ্রহণ করেন—তার জন্মতারিখ জানতে চাওয়া হয়েছে।
::Non-factual,,Non-factual,আলী আহসান মুহাম্মদ মুজাহিদ কবে জন্মগ্রহণ করেন ?,,আলী আহসান মুহাম্মদ মুজাহিদ ১২ মার্চ ১৯৫১ সালে কুমিল্লায় জন্মগ্রহণ করেন।
::Factual Contradiction,,Factual Contradiction,আলী আহসান মুহাম্মদ মুজাহিদ কবে জন্মগ্রহণ করেন ?,,আলী আহসান মুহাম্মদ মুজাহিদ ১৯৫২ সালে জন্মগ্রহণ করেন।
::Intrinsic,,Intrinsic,আগুন জ্বালানোর জন্য কোন গ্যাসের প্রয়োজন হয় ?,,আগুন জ্বালানোর জন্য মূলত অক্সিজেন ও হাইড্রোজেন গ্যাসের প্রয়োজন হয়।
::Non-factual,,Non-factual,আগুন জ্বালানোর জন্য কোন গ্যাসের প্রয়োজন হয় ?,,আগুন জ্বালানোর জন্য মূলত অক্সিজেনের পাশাপাশি সামান্য হাইড্রোজেন গ্যাসেরও প্রয়োজন হয়।
::Factual Contradiction,,Factual Contradiction,আগুন জ্বালানোর জন্য কোন গ্যাসের প্রয়োজন হয় ?,,আগুন জ্বালানোর জন্য কার্বন ডাই-অক্সাইড গ্যাসের প্রয়োজন হয়।
::Intrinsic,,Intrinsic,প্রথম ভারতীয় রক সঙ্গীত ব্যান্ডের নাম কী ?,,ভারতের প্রথম রক সঙ্গীত ব্যান্ড হিসেবে সাধারণত ইন্ডাস ক্রিডকে ধরা হয়।
